Name,High School Attended,Hometown,Position,Rating
Drew Barman,DeForest High School,"De Forest, WI",#36 FB,65
Scott Brown,Sabino High School,"Tucson, AZ",#219 RB,65
A.J. Carman,Judge Memorial Catholic High School,"Salt Lake City, UT",#126 TE,65
Ryan McGuirl,Ridge High School,"Ridge, NJ",#166 QB,65
Kenny Allen,Chaminade-Madonna College Prep,"Hollywood, FL",#215 RB,65
Phillip Klaphake,Princeton High School,"Princeton, MN",#165 QB,65
Will Jones,Seminole High School,"Loxahatchee, FL",#218 RB,65
Cory Gambello,Valley Christian High School,"San Jose, CA",#164 QB,65
Dan Burkett,Neenah High School,"Neenah, WI",#167 QB,65
Alex Klorman,Del Sol High School,"Las Vegas, NV",#223 DE,65
Joe Glendening,East Grand Rapids High School,"Grand Rapids, MI",#210 ATH,65
Laconia Blake,Lakeland High School,"Lakeland, FL",#207 ATH,65
Andre Campbell,Maplewood High School,"Nashville, TN",#115 CB,65
Cory  DePiero,Padua Franciscan High School,"Parma, OH",#219 RB,65
James Gladstone,St. John Vianney High School,"Saint Louis, MO",#221 WR,65
James Gladstone,St. John Vianney High School,"Saint Louis, MO",#221 WR,65
Tommy Curry,Daphne High School,"Daphne, AL",#206 ATH,65
Ross Cadman,Abington Heights High School,"Clarks Summit, PA",#214 S,65
Mike  Gyetvay,William Fremd High School,"Palatine, IL",#37 FB,65
Cade Hollandsworth,Big Spring High School,"Big Spring, TX",#98 ILB,65
Elliott Poehlman,Loyola Blakefield High School,"Baltimore, MD",#224 DE,65
Jager Lee,Mountain Ridge High School,"Glendale, AZ",#94 ILB,65
Tim Lawson,Del Sol High School,"Las Vegas, NV",#125 TE,65
John Fortune,Tarkington High School,"Cleveland, TX",#227 OG,65
Daveon Barner,Long Beach High School,"Long Beach, CA",#214 RB,65
Mike  Chocholousek,Mountain Ridge High School,"Glendale, AZ",#96 ILB,65
Kelan Richardson,Southern Cal High School,"Lake City, IA",#38 FB,65
John Hughes,Centennial High School,"Peoria, AZ",#211 ATH,65
Glen Kendl,Wauwatosa East High School,"Waukesha, WI",#161 DT,65
Sean Shelton,Palm Harbor University High School,"Palm Harbor, FL",#168 QB,65
D.J.  Alexander,Western Hills High School,"Cincinnati, OH",#217 RB,65
Anthony Brown,William B. Travis High School,"Austin, TX",#207 ATH,65
Mike Romanella,Bound Brook High School,"Bound Brook, NJ",#168 QB,65
Kyle Steadman,Oliver Ames High School,"North Easton, MA",#219 WR,65
Vincent Williams,Alpharetta High School,"Alpharetta, GA",#117 CB,64
Charlie Goro,Maine Township South High School,"Park Ridge, IL",#175 QB,64
Jared Koster,Norco Senior High School,"Norco, CA",#226 DE,64
James Orth,Central Catholic High School,"Modesto, CA",#227 WR,64
Greg Davison,Elyria High School,"Elyria, OH",#40 FB,64
Kyle  Hunte,Brookline High School,"Brookline, MA",#226 WR,64
Dana Brown,McKeesport High School,"McKeesport, PA",#163 DT,64
David Spence,Clairton High School,"Clairton, PA",#162 DT,64
Josh Johnson,Ray-Pec High School,"Peculiar, MO",#170 DT,64
Jeff Urch,Avon High School,"Avon, IN",#130 TE,64
Tyler York,McQueen High School,"Reno, NV",#214 ATH,64
Austin Crawfis,Dublin Coffman High School,"Dublin, OH",#231 DE,64
Joe Zimbric,Winona High School,"Winona, MN",#174 QB,64
Jeff Clermond,DeSoto High School,"DeSoto, TX",#163 DT,64
Jawad Yatim,Milford Academy,"Shrewsbury, MA",QB(POST),64
Delton Edwards,Pinole Valley High School,"Pinole, CA",#227 WR,64
Aaron Marks,Bishop McDevitt High School,"Harrisburg, PA",#223 RB,64
Mark Wilson,Fork Union Military Academy,"Jersey City, NJ",OLB(JC),64
Chris Amrhein,Milton Academy,"Milton, MA",#173 QB,64
Derrick Flaig,Urbandale School,"Urbandale, IA",#100 ILB,64
Jordan Dangerfield,Royal Palm Beach High School,"Royal Palm Beach, FL",#218 S,64
Anthony Ball,Prince Avenue Christian School,"Athens, GA",#222 RB,64
Tristan Akong,Saint Francis Prep School,"Fresh Meadows, NY",#225 RB,64
Chris Ray,Jenks High School,"Jenks, OK",#228 DE,64
Stephen  Ierulli,Cardinal Mooney High School,"Sarasota, FL",#225 RB,64
Derell Haygood,Southfield-Lathrup High School,"Lathrup Village, MI",#232 DE,64
William McGill,Modesto High School,"Modesto, CA",#167 DT,64
Keith Dietel,Center Grove High School,"Greenwood, IN",#229 DE,64
Nate Hall,Leilehua High School,"Wahiawa, HI",#227 DE,64
Aaron Alexander,Mehlville High School,"Saint Louis, MO",#135 TE,64
Jeff Touron,Brockton High School,"Brockton, MA",#214 ATH,64
Billy Smith,Centennial High School,"Las Vegas, NV",#165 DT,64
Alan Elder,Gonzaga College High School,"Fort Washington, MD",#224 RB,64
Hunter Simmons,Loyola High School,"Los Angeles, CA",#230 DE,64
Brad  Mills,Stephenville High School,"Stephenville, TX",#39 FB,64
Kris Armsted,Southfield-Lathrup High School,"Lathrup Village, MI",#213 ATH,64
Chris Martin,Brookwood High School,"Snellville, GA",#180 OLB,64
Austin Baker,Driscoll Catholic High School,"Addison, IL",#225 WR,64
Christopher Townsend,Bishop McNamara High School,"Forestville, MD",#99 ILB,64
Eric Dikeman,Arapahoe High School,"Littleton, CO",#132 TE,64
Ben Landry,Pewaukee High School,"Pewaukee, WI",#134 TE,64
Jordan Jonker,Hudsonville High School,"Hudsonville, MI",#227 RB,64
Cody Booth,Penn Manor High School,"Millersville, PA",#129 TE,64
Alex  Raffol,Roxbury Latin School,"West Roxbury, MA",#175 QB,64
Kyle Czerniak,Randolph High School,"Randolph, NJ",#169 DT,64
Dan Miller,Dakota High School,"Macomb, MI",#131 TE,64
Wyman Yeldell,Francis Parker High School,"San Diego, CA",#166 DT,64
Quintin Jackson,M. T. Blount High School,"Prichard, AL",#179 OLB,64
Connor Combes,Blue Valley High School,"Stilwell, KS",#133 TE,64
Hunter Adams,Middlesboro High School,"Richmond, KY",#212 ATH,64
Dan Arnes,Stratford High School,"Stratford, WI",#168 DT,64
Justin Bernard,Cambridge Rindge & Latin School,"Cambridge, MA",#214 ATH,64
Logan Feimster,Statesville High School,"Statesville, NC",#136 TE,63
Brian Williams,Gateway High School,"Monroeville, PA",#221 ATH,63
Paul Porras,Saguaro High School,"Scottsdale, AZ",#231 WR,63
Taylor Nelson,Minnetonka High School,"Minnetonka, MN",#137 TE,63
Eric Killman,W. W. Samuel High School,"Dallas, TX",#229 OG,63
Josh Boyd,Catholic Memorial High School,"West Roxbury, MA",#182 OLB,63
Michael Boydston,Walton High School,"Marietta, GA",#223 S,63
Judes Amilcar,Olympic Heights High School,"Boca Raton, FL",#234 DE,63
Freddie Brown,Pattonville High School,"Maryland Heights, MO",#118 CB,63
Garrett Wilcox,St. Vincent-St. Mary High School,"Akron, OH",#101 ILB,63
Tim Keyser,Garnet Valley High School,"Glen Mills, PA",#218 ATH,63
Paul Plombon,Sartell High School,"Sartell, MN",#175 DT,63
Nicholas Losoya,Mater Dei High School,"Santa Ana, CA",#174 DT,63
Raphael Peters,Oak Grove High School,"Hattiesburg, MS",#230 WR,63
Troy Eastman,Rahway High School,"Rahway, NJ",#221 S,63
Kenny Chowa,Menominee High School,"Menominee, WI",#120 CB,63
Marquale Pierson,Rowlett High School,"Rowlett, TX",#121 CB,63
Andre Cheatham,Norman North High School,"Norman, OK",#119 CB,63
Andrew Stutz,Notre Dame Prep High School,"Scottsdale, AZ",#219 ATH,63
Alapeti Magalei,Kahuku High School,"Kahuku, WA",#228 RB,63
Sean Nill,Laguna Creek High School,"Elk Grove, CA",#173 DT,63
Ivon Blackman,Bedford High School,"Bedford, OH",#176 DT,63
Jeff Gouveia,Auburn High School,"Auburn, WA",#104 ILB,63
Aris Allen,North Side High School,"Fort Wayne, IN",#102 ILB,63
J.J. Swain,Academy Of Holy Angels,"Richfield, MN",#222 S,63
Walker Woods,Waukee High School,"Waukee, IA",#234 RB,63
Branden Winn,Martin High School,"Arlington, TX",#233 RB,63
James Bergren,Vista Murrieta High School,"Murrieta, CA",#235 DE,63
Brandon Burley,New Castle High School,"New Castle, PA",#220 S,63
Che'rod Simpson,Bishop O'Dowd High School,"Oakland, CA",#232 RB,63
Demario Carter,Sheffield High School,"Memphis, TN",#230 RB,63
John  Nenos,Gaither High School,"Tampa, FL",#228 OG,63
Josh Steinhart,Mission Viejo High School,"Mission Viejo, CA",#176 DT,63
Eddie Matteo,Bethlehem Catholic High School,"Bethlehem, PA",#230 RB,63
Nathan Dorton,Irmo High School,"Irmo, SC",#229 WR,63
Derek Russell,Newton South High School,"Newton, MA",#223 ATH,62
Steve Lias,Upper Saint Clair High School,"Upper Saint Clair, PA",#236 DE,62
Reggie Umuolo,Centennial High School,"Peoria, AZ",#185 OLB,62
Kalani Brackenridge,Kapolei High School,"Kapolei, HI",#124 CB,62
A.J. Hill,Duquoin High School,"DuQuoin, IL",#178 QB,62
Reid Wall,Capital High School,"Olympia, WA",#225 S,62
Brad Breckenridge,Valley High School,"West Des Moines, IA",#224 S,62
Casey Barnes,Homestead High School,"Mequon, WI",#177 QB,62
Isaiah Iuta,Farrington High School,"Honolulu, HI",#184 OLB,62
Evan Brill ,Oostburg High School,"Oostburg, WI",#186 OLB,62
Devin Jackson,Ayala High School,"Chino Hills, CA",#123 CB,62
Anthony Koehling,Roger Bacon High School,"Cincinnati, OH",#230 OG,62
Heath Brown,Culpeper High School,"Culpeper, VA",#139 TE,62
Josh Herring,Bay Springs High School,"Bay Springs, MS",#107 ILB,62
Ryan Taborn,Buckeye Union High School,"Buckeye, AZ",#235 RB,62
Pat Zerbe,Wilson High School,"West Lawn, PA",#106 ILB,62
Matt Fogerty,Big Foot High School,"Walworth, WI",#105 ILB,62
Adrien Black,Mariner High School,"Everett, WA",#226 S,62
Marcus Kloos,Regina High School,"Iowa City, IA",#42 FB,62
Kirby Pellant,Corona Del Sol High School,"Chandler, AZ",#233 WR,62
Justin Mello,Dartmouth High School,"Dartmouth, MA",#232 WR,62
Jeff Hartung,Ridgeview High School,"Orange Park, FL",#232 OG,62
Colby Duranealu,Northwest High School,"Wichita, KS",#231 OG,62
Nick Garcia,Garnet Valley High School,"Boothwyn, PA",#178 DT,62
James Rowley,Chippewa Falls High School,"Chippewa Falls, WI",#238 DE,62
Johnathan Wev,La Marque High School,"La Marque, TX",#183 OLB,62
Rob Tramonte,Skyline High School,"Sammamish, WA",#237 DE,62
Jack Jamerson,Trinity High School,"Washington, PA",#239 DE,61
Ryan Gresik,Newton High School,"Newton, NJ",#180 QB,61
Will Evans,Centralia High School,"Centralia, MO",#187 OLB,61
Ted Blakeman,Penn Hills High School,"Pittsburgh, PA",#43 FB,61
Jason Dillon,Southwest High School,"Fort Worth, TX",#180 QB,61
John Hyde,Perry High School,"Perry, OH",#224 ATH,61
Nick Anderson,Excelsior Springs High School,"Excelsior Springs, MO",#179 QB,61
Harvey Tuck,St. Vincent-St. Mary High School,"Akron, OH",#44 FB,60
Alex Winks,Holy Spirit High School,"Absecon, NJ",#234 OG,60
Eric Yuneman,Bloomfield High School,"Bloomfield, NJ",#234 OG,60
Ed Johnston,Armijo High School,"Fairfield, CA",#233 OG,60
David Crognale,Boyertown Senior High School,"Boyertown, PA",#182 QB,60
Andrew Zdrojewski,Canisius High School,"Buffalo, NY",#240 DE,60
Trevor Iosefa,Punahou School,"Honolulu, HI",#179 DT,60
Kenny Anderson,Hargrave Military Academy,"Richmond, VA",ILB(POST),59
Peter Plaskey,Brother Rice High School,"Bloomfield Hills, MI",#181 DT,59
Erik Carlson,Jackson High School,"Massillon, OH",#180 DT,59
Brad Henderson,Mayfair High School,"Lakewood, CA",#181 DT,59
Sam Perlow,Marblehead High School,"Marblehead, MA",#140 TE,58
